street,street_type,street_name,municipality,province,country,latitude,longitude,geo_source
C/ BOCAIRENT,C/,BOCAIRENT,Valencia,Valencia,Spain,39.6368158,-0.4303628,nominatim
PL ALBORAIG,PL,ALBORAIG,Valencia,Valencia,Spain,39.4988905,-0.4180675,nominatim
PL CORREU VELL,PL,CORREU VELL,Valencia,Valencia,Spain,39.4760299,-0.3782877,nominatim
C/ XILE,C/,XILE,Valencia,Valencia,Spain,38.0804579,-0.6496673,nominatim
C/ ALFARA DE LA BARONIA,C/,ALFARA DE LA BARONIA,Valencia,Valencia,Spain,39.763024,-0.3553553,nominatim
C/ ALFARB,C/,ALFARB,Valencia,Valencia,Spain,39.1892756,-0.4773681,nominatim
C/ DRETS,C/,DRETS,Valencia,Valencia,Spain,39.4735523,-0.3769745,nominatim
C/ DOCTOR BUEN,C/,DOCTOR BUEN,Valencia,Valencia,Spain,39.5025334,-0.414212,nominatim
C/ DOCTOR MOLINER,C/,DOCTOR MOLINER,Valencia,Valencia,Spain,39.5581853,-0.5385892,nominatim
C/ DUC,C/,DUC,Valencia,Valencia,Spain,39.4911526,-0.3658928,nominatim
C/ EDITOR CABRERIZO,C/,EDITOR CABRERIZO,Valencia,Valencia,Spain,39.471292,-0.3809941,nominatim
C/ FLORA,C/,FLORA,Valencia,Valencia,Spain,39.4806184,-0.3704838,nominatim
C/ FORTUNA,C/,FORTUNA,Valencia,Valencia,Spain,38.1794812,-0.8727958,nominatim
C/ ENGINYER RAFAEL JANINI,C/,ENGINYER RAFAEL JANINI,Valencia,Valencia,Spain,39.4686548,-0.3408902,nominatim
C/ HISTORIADOR DIAGO,C/,HISTORIADOR DIAGO,Valencia,Valencia,Spain,39.9912048,-0.0403725,nominatim
C/ GEGANT,C/,GEGANT,Valencia,Valencia,Spain,39.4752251,-0.3770589,nominatim
C/ FONTANARS DELS ALFORINS,C/,FONTANARS DELS ALFORINS,Valencia,Valencia,Spain,38.6982417,-0.7735029,nominatim
C/ EN PINA,C/,EN PINA,Valencia,Valencia,Spain,39.4750527,-0.3775217,nominatim
C/ TRAGINERS,C/,TRAGINERS,Valencia,Valencia,Spain,39.216156,-0.4183276,nominatim
C/ CATARROJA,C/,CATARROJA,Valencia,Valencia,Spain,39.7033446,-0.2007386,nominatim
C/ CANONGE TÃRREGA,C/,CANONGE TÃRREGA,Valencia,Valencia,Spain,39.4567668,-0.3979433,nominatim
C/ LLORERS,C/,LLORERS,Valencia,Valencia,Spain,39.2130848,-0.5252789,nominatim
C/ XALANS,C/,XALANS,Valencia,Valencia,Spain,39.1909885,-1.0772386,nominatim
C/ ARQUITECTE ALFARO,C/,ARQUITECTE ALFARO,Valencia,Valencia,Spain,39.4640978,-0.3350294,nominatim
C/ DALT DE LA MAR,C/,DALT DE LA MAR,Valencia,Valencia,Spain,40.0918957,0.1332218,nominatim
C/ ÃLVAREZ,C/,ÃLVAREZ,Valencia,Valencia,Spain,38.347051,-0.4834077,nominatim
C/ ALQUERIA DE GINER,C/,ALQUERIA DE GINER,Valencia,Valencia,Spain,39.4873233,-0.3862181,nominatim
C/ ALBEROLA,C/,ALBEROLA,Valencia,Valencia,Spain,38.3413034,-0.4991473,nominatim
C/ HORTOLANES,C/,HORTOLANES,Valencia,Valencia,Spain,39.4523977,-0.3393867,nominatim
C/ NUMERO NUEVE,C/,NUMERO NUEVE,Valencia,Valencia,Spain,38.0617156,-0.7100657,nominatim
C/ PG NUM 93,C/,PG NUM 93,Valencia,Valencia,Spain,39.5007582,-0.3428688,nominatim
ENTD OLIVA,ENTD,OLIVA,Valencia,Valencia,Spain,39.4479246,-0.3530645,nominatim
C/ DOCTOR MODEST COGOLLOS,C/,DOCTOR MODEST COGOLLOS,Valencia,Valencia,Spain,39.4740648,-0.3519144,nominatim
C/ CAMPOS CRESPO,C/,CAMPOS CRESPO,Valencia,Valencia,Spain,39.4561959,-0.395927,nominatim
C/ EMILI NADAL (MESTRE),C/,EMILI NADAL (MESTRE),Valencia,Valencia,Spain,39.4885142,-0.3924118,nominatim
CAMI CARPESA A BONREPOS,CAMI,CARPESA A BONREPOS,Valencia,Valencia,Spain,39.5273213,-0.3736662,nominatim
C/ PG NUM.71,C/,PG NUM.71,Valencia,Valencia,Spain,39.5007582,-0.3428688,nominatim
C/ PG NUM.78,C/,PG NUM.78,Valencia,Valencia,Spain,39.5007582,-0.3428688,nominatim
C/ PG NUM.154,C/,PG NUM.154,Valencia,Valencia,Spain,39.5007582,-0.3428688,nominatim
C/ SEBASTIAN GINER SORIANO (LLAURADOR),C/,SEBASTIAN GINER SORIANO (LLAURADOR),Valencia,Valencia,Spain,39.5163915,-0.3900327,nominatim
C/ RAMON PORTA CARRASCO,C/,RAMON PORTA CARRASCO,Valencia,Valencia,Spain,39.4848701,-0.3881501,nominatim
C/ CIRCUNVALACION,C/,CIRCUNVALACION,Valencia,Valencia,Spain,38.641329,-0.0353845,nominatim
C/ JUAN DE MENA,C/,JUAN DE MENA,Valencia,Valencia,Spain,39.4734979,-0.3845454,nominatim
C/ ALQUERIA CREMADA,C/,ALQUERIA CREMADA,Valencia,Valencia,Spain,39.4943057,-0.3681384,nominatim
C/ RAMON JUAN,C/,RAMON JUAN,Valencia,Valencia,Spain,38.3897611,-0.4400294,nominatim
C/ PAU,C/,PAU,Valencia,Valencia,Spain,39.6151377,-0.5728983,nominatim
ENTD PARIDORA,ENTD,PARIDORA,Valencia,Valencia,Spain,39.2914295,-0.2880299,nominatim
C/ JUMELLA,C/,JUMELLA,Valencia,Valencia,Spain,38.4048049,-1.089792,nominatim
CTRA CAMIL,CTRA,CAMIL,Valencia,Valencia,Spain,39.4335511,-0.3660521,nominatim
ENTD CASA DEL SERENO,ENTD,CASA DEL SERENO,Valencia,Valencia,Spain,39.4341026,-0.3785717,nominatim
PL DOCTOR SEGUER,PL,DOCTOR SEGUER,Valencia,Valencia,Spain,39.4965852,-0.4050898,nominatim
C/ GUÃRDIA CIVIL,C/,GUÃRDIA CIVIL,Valencia,Valencia,Spain,38.1765729,-0.8769767,nominatim
C/ LUIS JANINI,C/,LUIS JANINI,Valencia,Valencia,Spain,39.54003,-0.404325,nominatim
ENTD LLOQUERO,ENTD,LLOQUERO,Valencia,Valencia,Spain,39.4400808,-0.3429936,nominatim
C/ MARTÃ,C/,MARTÃ,Valencia,Valencia,Spain,38.3622647,-0.4811445,nominatim
C/ BISBE ALBALAT,C/,BISBE ALBALAT,Valencia,Valencia,Spain,39.4959876,-0.3731795,nominatim
C/ PADRE TOSCA,C/,PADRE TOSCA,Valencia,Valencia,Spain,39.9910023,-0.0422936,nominatim
C/ PEDRO CABANES,C/,PEDRO CABANES,Valencia,Valencia,Spain,39.4943108,-0.3781488,nominatim
C/ PERE III EL GRAN,C/,PERE III EL GRAN,Valencia,Valencia,Spain,38.8378601,-0.1161953,nominatim
C/ PERIODISTA MATOSES,C/,PERIODISTA MATOSES,Valencia,Valencia,Spain,39.4240252,-0.3646602,nominatim
C/ PEIX,C/,PEIX,Valencia,Valencia,Spain,38.9917487,-0.1614037,nominatim
C/ PLANAS,C/,PLANAS,Valencia,Valencia,Spain,40.472152,0.0198111,nominatim
C/ POETA ARTOLA,C/,POETA ARTOLA,Valencia,Valencia,Spain,39.4754332,-0.3489408,nominatim
C/ POETA BODRIA,C/,POETA BODRIA,Valencia,Valencia,Spain,39.4808899,-0.3715548,nominatim
C/ PUIGCAMPANA,C/,PUIGCAMPANA,Valencia,Valencia,Spain,38.5824546,-0.1016588,nominatim
C/ RECTOR ZARAGOZÃ,C/,RECTOR ZARAGOZÃ,Valencia,Valencia,Spain,39.4879509,-0.3599574,nominatim
C/ SAGASTA,C/,SAGASTA,Valencia,Valencia,Spain,39.6630387,-0.2183273,nominatim
C/ SANT BRU,C/,SANT BRU,Valencia,Valencia,Spain,39.4901143,-0.3731363,nominatim
C/ TOTANA,C/,TOTANA,Valencia,Valencia,Spain,38.2575418,-0.7242141,nominatim
C/ VALENCIANS,C/,VALENCIANS,Valencia,Valencia,Spain,39.86667,-0.09542,nominatim
C/ VICENTA SALCEDO,C/,VICENTA SALCEDO,Valencia,Valencia,Spain,39.4487224,-0.3847057,nominatim
C/ VICIANA,C/,VICIANA,Valencia,Valencia,Spain,39.4777691,-0.3731474,nominatim
C/ SABATERIA DELS XIQUETS,C/,SABATERIA DELS XIQUETS,Valencia,Valencia,Spain,39.4745082,-0.3771818,nominatim
AV MANUEL COLOMER MARCO,AV,MANUEL COLOMER MARCO,Valencia,Valencia,Spain,39.438791,-0.388586,nominatim
PL MERCAT NOU,PL,MERCAT NOU,Valencia,Valencia,Spain,38.2717399,-0.7059749,nominatim
C/ MONCOFA,C/,MONCOFA,Valencia,Valencia,Spain,39.969113,-0.2545609,nominatim
C/ MORELLA,C/,MORELLA,Valencia,Valencia,Spain,39.4779359,-0.3797979,nominatim
C/ VICENT ALBERO MASIÃ,C/,VICENT ALBERO MASIÃ,Valencia,Valencia,Spain,39.5179418,-0.37689,nominatim
C/ NADOR,C/,NADOR,Valencia,Valencia,Spain,39.4838894,-0.3730588,nominatim
PL NULES,PL,NULES,Valencia,Valencia,Spain,39.4776448,-0.3754911,nominatim
C/ OLIVERA,C/,OLIVERA,Valencia,Valencia,Spain,39.8369619,-0.4670589,nominatim
C/ PILES,C/,PILES,Valencia,Valencia,Spain,38.9282991,-0.0932651,nominatim
C/ PINTOR ORRENTE,C/,PINTOR ORRENTE,Valencia,Valencia,Spain,39.5012044,-0.4152066,nominatim
C/ QUEVEDO,C/,QUEVEDO,Valencia,Valencia,Spain,39.4694738,-0.3805993,nominatim
PL ARMADA ESPANYOLA,PL,ARMADA ESPANYOLA,Valencia,Valencia,Spain,39.4629307,-0.3299595,nominatim
C/ CULTURA,C/,CULTURA,Valencia,Valencia,Spain,39.8047896,-0.148558,nominatim
C/ RUSSAFA,C/,RUSSAFA,Valencia,Valencia,Spain,39.6399335,-0.5602891,nominatim
C/ SALEM,C/,SALEM,Valencia,Valencia,Spain,38.8543784,-0.3814159,nominatim
C/ SANT FRANCESC DE PAULA,C/,SANT FRANCESC DE PAULA,Valencia,Valencia,Spain,39.1232923,-0.441117,nominatim
C/ SANTA ISABEL,C/,SANTA ISABEL,Valencia,Valencia,Spain,38.3493461,-0.4963101,nominatim
C/ SINARQUES,C/,SINARQUES,Valencia,Valencia,Spain,39.7325775,-1.2300935,nominatim
C/ BERBENA,C/,BERBENA,Valencia,Valencia,Spain,39.4937105,-0.3910015,nominatim
C/ VICENT SANCHO TELLO,C/,VICENT SANCHO TELLO,Valencia,Valencia,Spain,39.4697108,-0.3567733,nominatim
C/ VILAVELLA,C/,VILAVELLA,Valencia,Valencia,Spain,39.9351363,-0.1072968,nominatim
C/ BAIX,C/,BAIX,Valencia,Valencia,Spain,38.7963528,0.0802677,nominatim
C/ DIPUTAT RICARD SAMPER,C/,DIPUTAT RICARD SAMPER,Valencia,Valencia,Spain,39.4866888,-0.3795358,nominatim
C/ TAVERNES BLANQUES,C/,TAVERNES BLANQUES,Valencia,Valencia,Spain,39.5064294,-0.3625992,nominatim
C/ VINT-I-CINC D'ABRIL,C/,VINT-I-CINC D'ABRIL,Valencia,Valencia,Spain,39.4705037,-0.398316,nominatim
PL BADEN POWELL,PL,BADEN POWELL,Valencia,Valencia,Spain,39.4786689,-0.3935847,nominatim
C/ ESPARREGUERA,C/,ESPARREGUERA,Valencia,Valencia,Spain,39.5101058,-0.5101745,nominatim
C/ ALT MAESTRAT,C/,ALT MAESTRAT,Valencia,Valencia,Spain,40.431602,-0.2566704,nominatim
C/ PORTS,C/,PORTS,Valencia,Valencia,Spain,38.3344392,-0.8629004,nominatim
C/ BARCELONA,C/,BARCELONA,Valencia,Valencia,Spain,38.3552821,-0.4770499,nominatim
C/ BEAT GASPAR BONO,C/,BEAT GASPAR BONO,Valencia,Valencia,Spain,39.4585857,-0.4565277,nominatim
C/ ALACREUS,C/,ALACREUS,Valencia,Valencia,Spain,39.4330125,-0.3649028,nominatim
PL VICENTE GIL ROS (MEDALLISTA PARALIMPIC),PL,VICENTE GIL ROS (MEDALLISTA PARALIMPIC),Valencia,Valencia,Spain,39.5171148,-0.3796053,nominatim
ENTD ALQUERIA DE ROS,ENTD,ALQUERIA DE ROS,Valencia,Valencia,Spain,39.4478629,-0.3615791,nominatim
C/ AIGUAMOLL,C/,AIGUAMOLL,Valencia,Valencia,Spain,39.0016572,-0.4743158,nominatim
C/ BELCHITE,C/,BELCHITE,Valencia,Valencia,Spain,38.4831797,-0.7901364,nominatim
C/ CASTELL,C/,CASTELL,Valencia,Valencia,Spain,38.0923206,-0.6568494,nominatim
C/ FELIPE VALLS,C/,FELIPE VALLS,Valencia,Valencia,Spain,39.5063601,-0.4220148,nominatim
ENTD GARROFA,ENTD,GARROFA,Valencia,Valencia,Spain,39.443224,-0.355985,nominatim
C/ ORIOLA,C/,ORIOLA,Valencia,Valencia,Spain,38.6991424,0.1295773,nominatim
PL MESTRE VICENT BALLESTER FANDOS,PL,MESTRE VICENT BALLESTER FANDOS,Valencia,Valencia,Spain,39.4545212,-0.3585482,nominatim
C/ ALT PALÃNCIA,C/,ALT PALÃNCIA,Valencia,Valencia,Spain,39.588898,-0.4759913,nominatim
C/ ENGINYER AUBÃN,C/,ENGINYER AUBÃN,Valencia,Valencia,Spain,39.4998289,-0.4204525,nominatim
PL IBANYES,PL,IBANYES,Valencia,Valencia,Spain,39.4752243,-0.3766217,nominatim
AV GERMANS MACHADO,AV,GERMANS MACHADO,Valencia,Valencia,Spain,39.4976627,-0.3695545,nominatim
C/ FARINA,C/,FARINA,Valencia,Valencia,Spain,39.2884751,-0.6089224,nominatim
CTRA FONT D'EN CORTS,CTRA,FONT D'EN CORTS,Valencia,Valencia,Spain,39.4393726,-0.3546171,nominatim
PL FURS,PL,FURS,Valencia,Valencia,Spain,38.7657465,-0.6160026,nominatim
C/ FELIPE SALVADOR,C/,FELIPE SALVADOR,Valencia,Valencia,Spain,39.4628437,-0.339589,nominatim
C/ ENRIQUE OLMOS,C/,ENRIQUE OLMOS,Valencia,Valencia,Spain,39.4318301,-0.3777253,nominatim
C/ BATXILLER,C/,BATXILLER,Valencia,Valencia,Spain,39.4819081,-0.3617574,nominatim
C/ CARTERS,C/,CARTERS,Valencia,Valencia,Spain,39.4551117,-0.3870152,nominatim
C/ BERENGUER MALLOL,C/,BERENGUER MALLOL,Valencia,Valencia,Spain,39.465174,-0.3449923,nominatim
C/ PUEBLA DE VALVERDE,C/,PUEBLA DE VALVERDE,Valencia,Valencia,Spain,39.6674531,-0.2279899,nominatim
C/ JAIME BELTRÃN,C/,JAIME BELTRÃN,Valencia,Valencia,Spain,39.4569185,-0.3876118,nominatim
C/ BOTÃNIC,C/,BOTÃNIC,Valencia,Valencia,Spain,39.474345,-0.3858596,nominatim
C/ BARCELLA,C/,BARCELLA,Valencia,Valencia,Spain,39.012219,-0.2156632,nominatim
C/ EMPAR BALLESTER,C/,EMPAR BALLESTER,Valencia,Valencia,Spain,39.4721874,-0.3352382,nominatim
C/ DALT,C/,DALT,Valencia,Valencia,Spain,38.6928058,-0.2583805,nominatim
C/ ÃNIMES,C/,ÃNIMES,Valencia,Valencia,Spain,38.4834728,-0.7699977,nominatim
C/ CUIRASSAT,C/,CUIRASSAT,Valencia,Valencia,Spain,39.4861589,-0.3877431,nominatim
C/ NUMERO DIEZ,C/,NUMERO DIEZ,Valencia,Valencia,Spain,38.0579564,-0.7097852,nominatim
ENTD TRENCAPEROLS,ENTD,TRENCAPEROLS,Valencia,Valencia,Spain,39.3062791,-0.296388,nominatim
C/ RAMON GORDILLO,C/,RAMON GORDILLO,Valencia,Valencia,Spain,39.4775654,-0.3569417,nominatim
ENTD CASES,ENTD,CASES,Valencia,Valencia,Spain,39.5066508,-0.3829221,nominatim
PL JOAQUIM DUALDE,PL,JOAQUIM DUALDE,Valencia,Valencia,Spain,39.4882265,-0.3870448,nominatim
C/ JOSEP AGUIRRE,C/,JOSEP AGUIRRE,Valencia,Valencia,Spain,39.4619776,-0.3353996,nominatim
C/ ILLA CABRERA,C/,ILLA CABRERA,Valencia,Valencia,Spain,39.4494046,-0.3821792,nominatim
C/ HISTORIADOR COLOMA,C/,HISTORIADOR COLOMA,Valencia,Valencia,Spain,39.4703569,-0.3259891,nominatim
C/ GENERAL TOVAR,C/,GENERAL TOVAR,Valencia,Valencia,Spain,39.4732158,-0.3698962,nominatim
C/ GARRIGUES,C/,GARRIGUES,Valencia,Valencia,Spain,39.4708886,-0.3786944,nominatim
C/ GALLINES,C/,GALLINES,Valencia,Valencia,Spain,39.4738961,-0.3744779,nominatim
C/ FORATA,C/,FORATA,Valencia,Valencia,Spain,39.4506556,-0.3931986,nominatim
C/ ESTAMENYERIA VELLA,C/,ESTAMENYERIA VELLA,Valencia,Valencia,Spain,39.4746635,-0.3776661,nominatim
C/ ERNEST ANASTASIO,C/,ERNEST ANASTASIO,Valencia,Valencia,Spain,39.4677631,-0.3336522,nominatim
C/ GUILLEM FERRER,C/,GUILLEM FERRER,Valencia,Valencia,Spain,39.4884645,-0.3866602,nominatim
C/ DOCTOR PESET CERVERA,C/,DOCTOR PESET CERVERA,Valencia,Valencia,Spain,39.4740645,-0.3869139,nominatim
C/ PEDRAPIQUERS,C/,PEDRAPIQUERS,Valencia,Valencia,Spain,38.7162616,0.0609104,nominatim
C/ XERA,C/,XERA,Valencia,Valencia,Spain,39.5931474,-0.9729021,nominatim
C/ CREVILLENT,C/,CREVILLENT,Valencia,Valencia,Spain,38.1925107,-0.5827675,nominatim
C/ CONVENT DE SANT FRANCESC,C/,CONVENT DE SANT FRANCESC,Valencia,Valencia,Spain,39.4689887,-0.3777214,nominatim
C/ COMTE DE TORREFIEL,C/,COMTE DE TORREFIEL,Valencia,Valencia,Spain,39.4975984,-0.3771709,nominatim
C/ CAUDETE,C/,CAUDETE,Valencia,Valencia,Spain,39.5348028,-1.4400405,nominatim
C/ DEMOCRÃCIA,C/,DEMOCRÃCIA,Valencia,Valencia,Spain,38.063001,-0.8928459,nominatim
C/ CAMPANA,C/,CAMPANA,Valencia,Valencia,Spain,39.8643144,-1.0802906,nominatim
C/ BICORP,C/,BICORP,Valencia,Valencia,Spain,39.0209477,-0.6507917,nominatim
C/ BLANQUERIA,C/,BLANQUERIA,Valencia,Valencia,Spain,39.4798241,-0.3766761,nominatim
C/ BENIDOLEIG,C/,BENIDOLEIG,Valencia,Valencia,Spain,38.3755835,-0.5058108,nominatim
C/ BENIMODO,C/,BENIMODO,Valencia,Valencia,Spain,39.6228048,-0.529418,nominatim
C/ BENET BOSCH,C/,BENET BOSCH,Valencia,Valencia,Spain,39.5394337,-0.4027299,nominatim
C/ ALABAU I ARCE,C/,ALABAU I ARCE,Valencia,Valencia,Spain,39.4440885,-0.3683272,nominatim
PL SEQUIOTA,PL,SEQUIOTA,Valencia,Valencia,Spain,39.3104125,-0.3176413,nominatim
C/ JUAN CASTELLÃ,C/,JUAN CASTELLÃ,Valencia,Valencia,Spain,42.2944799,-5.5208682,nominatim
C/ VILAFERMOSA,C/,VILAFERMOSA,Valencia,Valencia,Spain,40.2029553,-0.4182829,nominatim
C/ DOLORES ALCAIDE,C/,DOLORES ALCAIDE,Valencia,Valencia,Spain,39.456465,-0.3854421,nominatim
AV CARDENAL BENLLOCH,AV,CARDENAL BENLLOCH,Valencia,Valencia,Spain,39.4751004,-0.3526521,nominatim
C/ BETLEM,C/,BETLEM,Valencia,Valencia,Spain,38.962776,-0.5828612,nominatim
C/ ASSAGADOR D'ALBORAIA,C/,ASSAGADOR D'ALBORAIA,Valencia,Valencia,Spain,39.4885704,-0.3620574,nominatim
C/ AROLAS,C/,AROLAS,Valencia,Valencia,Spain,39.4732034,-0.3831374,nominatim
C/ ARQUITECTE RIBES,C/,ARQUITECTE RIBES,Valencia,Valencia,Spain,39.4718352,-0.4071287,nominatim
C/ ARBOREDA,C/,ARBOREDA,Valencia,Valencia,Spain,39.430622,-0.3637356,nominatim
C/ ALBORAIA,C/,ALBORAIA,Valencia,Valencia,Spain,39.5081618,-0.36372,nominatim
CV ALBORAIA,CV,ALBORAIA,Valencia,Valencia,Spain,39.5016209,-0.3562697,nominatim
C/ ALADRERS,C/,ALADRERS,Valencia,Valencia,Spain,39.4756605,-0.3834035,nominatim
C/ ALBACETE,C/,ALBACETE,Valencia,Valencia,Spain,38.3513049,-0.4981054,nominatim
ENTD PINET,ENTD,PINET,Valencia,Valencia,Spain,39.4304252,-0.3925609,nominatim
C/ PINTOR NICOLAU,C/,PINTOR NICOLAU,Valencia,Valencia,Spain,39.4665119,-0.3489062,nominatim
C/ FALUA,C/,FALUA,Valencia,Valencia,Spain,38.852197,0.0823175,nominatim
C/ CARLOS CLIMENT GONZÃLEZ (JURISTA),C/,CARLOS CLIMENT GONZÃLEZ (JURISTA),Valencia,Valencia,Spain,39.4968721,-0.3892201,nominatim
C/ ALMOINES,C/,ALMOINES,Valencia,Valencia,Spain,39.4692326,-0.3928478,nominatim
C/ ARQUITECTE GILABERT,C/,ARQUITECTE GILABERT,Valencia,Valencia,Spain,39.5030106,-0.4168788,nominatim
C/ CANONGE FENOLLERA,C/,CANONGE FENOLLERA,Valencia,Valencia,Spain,39.5002648,-0.4247761,nominatim
LLOC V-15,LLOC,V-15,Valencia,Valencia,Spain,40.2112756,0.0270647,nominatim
C/ FEDERICO ALCACER AGUILAR (DOCTOR EN MEDICINA),C/,FEDERICO ALCACER AGUILAR (DOCTOR EN MEDICINA),Valencia,Valencia,Spain,39.4953542,-0.3875149,nominatim
C/ DOCTOR MARCOS SOPENA,C/,DOCTOR MARCOS SOPENA,Valencia,Valencia,Spain,39.463096,-0.3244695,nominatim
C/ MANUEL IRANZO,C/,MANUEL IRANZO,Valencia,Valencia,Spain,39.4272674,-0.39333,nominatim
ENTD TOMÃS SALVO,ENTD,TOMÃS SALVO,Valencia,Valencia,Spain,39.4446254,-0.3522256,nominatim
C/ VALLDAURA,C/,VALLDAURA,Valencia,Valencia,Spain,39.4709697,-0.374912,nominatim
C/ SANTIAGO LOPE,C/,SANTIAGO LOPE,Valencia,Valencia,Spain,39.5035751,-0.4191359,nominatim
C/ TARRA,C/,TARRA,Valencia,Valencia,Spain,39.4847396,-0.3743704,nominatim
ENTD RAFAEL EL BATANO,ENTD,RAFAEL EL BATANO,Valencia,Valencia,Spain,39.4247713,-0.3369051,nominatim
CAMI RAMBLETA,CAMI,RAMBLETA,Valencia,Valencia,Spain,39.5598815,-0.3905231,nominatim
C/ RIU SEC,C/,RIU SEC,Valencia,Valencia,Spain,39.4712581,-0.5102946,nominatim
C/ POETA ALBEROLA,C/,POETA ALBEROLA,Valencia,Valencia,Spain,39.4846659,-0.568155,nominatim
C/ MOTILLA DE PALANCAR,C/,MOTILLA DE PALANCAR,Valencia,Valencia,Spain,39.4905342,-0.3686739,nominatim
ENTD VORA DEL PANTÃ,ENTD,VORA DEL PANTÃ,Valencia,Valencia,Spain,39.2799352,-0.2813843,nominatim
C/ PAIPORTA,C/,PAIPORTA,Valencia,Valencia,Spain,39.4682114,-0.4305975,nominatim
C/ GRAVADOR SELMA,C/,GRAVADOR SELMA,Valencia,Valencia,Spain,39.4696293,-0.379301,nominatim
C/ ILLES CANÃRIES,C/,ILLES CANÃRIES,Valencia,Valencia,Spain,38.4097404,-0.4333041,nominatim
C/ GREMIS,C/,GREMIS,Valencia,Valencia,Spain,39.4512415,-0.4045758,nominatim
PTGE DOCTOR BARTUAL MORET,PTGE,DOCTOR BARTUAL MORET,Valencia,Valencia,Spain,39.4774957,-0.3565274,nominatim
C/ EN LLOP,C/,EN LLOP,Valencia,Valencia,Spain,39.4707846,-0.377322,nominatim
C/ CLAVELLS,C/,CLAVELLS,Valencia,Valencia,Spain,39.6312744,-0.5622909,nominatim
C/ CANALETA,C/,CANALETA,Valencia,Valencia,Spain,40.4291299,-0.2575088,nominatim
C/ CARLES CERVERA,C/,CARLES CERVERA,Valencia,Valencia,Spain,39.4623058,-0.3727957,nominatim
C/ ALFAMBRA,C/,ALFAMBRA,Valencia,Valencia,Spain,39.4825066,-0.3759723,nominatim
C/ MACARENA,C/,MACARENA,Valencia,Valencia,Spain,39.62884,-0.5662037,nominatim
AV TARONGERS,AV,TARONGERS,Valencia,Valencia,Spain,39.4778593,-0.3388935,nominatim
C/ VENERABLES,C/,VENERABLES,Valencia,Valencia,Spain,39.4758616,-0.37347,nominatim
C/ MALLORQUINS,C/,MALLORQUINS,Valencia,Valencia,Spain,38.9491778,-0.1437141,nominatim
PL MANUEL GRANERO,PL,MANUEL GRANERO,Valencia,Valencia,Spain,39.4587711,-0.3758599,nominatim
C/ MAXIMILIÃ THOUS,C/,MAXIMILIÃ THOUS,Valencia,Valencia,Spain,39.4329975,-0.4151523,nominatim
CAMI MORERAS,CAMI,MORERAS,Valencia,Valencia,Spain,38.7769001,0.1807663,nominatim
C/ MORET,C/,MORET,Valencia,Valencia,Spain,39.4795546,-0.3776139,nominatim
C/ MOSSEN FENOLLAR,C/,MOSSEN FENOLLAR,Valencia,Valencia,Spain,39.4041223,-0.5025857,nominatim
AV NAVARRO REVERTER,AV,NAVARRO REVERTER,Valencia,Valencia,Spain,39.4711127,-0.3662414,nominatim
PL NEGRET,PL,NEGRET,Valencia,Valencia,Spain,39.4760994,-0.3774215,nominatim
C/ PARE CARBONELL,C/,PARE CARBONELL,Valencia,Valencia,Spain,39.4915605,-0.3921336,nominatim
C/ PARE URBANO,C/,PARE URBANO,Valencia,Valencia,Spain,39.4888404,-0.3719081,nominatim
ENTD PALMERA,ENTD,PALMERA,Valencia,Valencia,Spain,39.529326,-0.3290748,nominatim
C/ POETA LLOMBART,C/,POETA LLOMBART,Valencia,Valencia,Spain,39.6787277,-0.2098446,nominatim
C/ POUET DE SANT VICENT,C/,POUET DE SANT VICENT,Valencia,Valencia,Spain,39.4787064,-0.3802592,nominatim
C/ SERRANS,C/,SERRANS,Valencia,Valencia,Spain,38.9183779,-0.1233447,nominatim
C/ SEVILLA,C/,SEVILLA,Valencia,Valencia,Spain,39.4639689,-0.3741679,nominatim
PL TEMPLE,PL,TEMPLE,Valencia,Valencia,Spain,39.4763281,-0.3706789,nominatim
C/ VALLADA,C/,VALLADA,Valencia,Valencia,Spain,39.0209851,-0.6447245,nominatim
C/ VERGARA,C/,VERGARA,Valencia,Valencia,Spain,39.4762026,-0.3737096,nominatim
C/ VICENT BRULL,C/,VICENT BRULL,Valencia,Valencia,Spain,39.4623797,-0.3332675,nominatim
C/ VICENT LA RODA,C/,VICENT LA RODA,Valencia,Valencia,Spain,39.4801002,-0.3300975,nominatim
C/ MASSALFASSAR,C/,MASSALFASSAR,Valencia,Valencia,Spain,39.4901324,-0.3554637,nominatim
C/ JOAN JOSEP SENENT ANAYA,C/,JOAN JOSEP SENENT ANAYA,Valencia,Valencia,Spain,39.4742104,-0.3508979,nominatim
C/ ESPERANTISTA HERNÃNDEZ LAHUERTA,C/,ESPERANTISTA HERNÃNDEZ LAHUERTA,Valencia,Valencia,Spain,39.4868358,-0.3926477,nominatim
C/ EP DELS GREMIS 2,C/,EP DELS GREMIS 2,Valencia,Valencia,Spain,39.4609834,-0.4116303,nominatim
PL PERIODISTA ROS BELDA,PL,PERIODISTA ROS BELDA,Valencia,Valencia,Spain,39.4693567,-0.3579129,nominatim
C/ ROSA DELS VENTS,C/,ROSA DELS VENTS,Valencia,Valencia,Spain,39.1175464,-0.4241923,nominatim
C/ BENICADELL,C/,BENICADELL,Valencia,Valencia,Spain,38.9465422,-0.4483712,nominatim
C/ DUATO,C/,DUATO,Valencia,Valencia,Spain,39.4848914,-0.3752731,nominatim
